Project Code	Process ID	Sample ID	BIN	COI-5P Seq. Length	COI-5P Trace Count	COI-5P Accession	Image Count	Barcode Compliant	Flagged Record	Field ID	Museum ID	Collection Code	Institution Storing	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identifier Email	Identification Method	Taxonomy Notes	Sex	Reproduction	Extra Info	Notes	Voucher Status	Tissue Descriptor	Associated Taxa	Associated Specimens	Collectors	Collection Date	Country/Ocean	State/Province	Region	Sector	Exact Site	Lat	Lon	Elev	Elevation Precision	GPS Source	Collection Date Accuracy	Habitat	Sampling Protocol	Collection Notes
ASILO	ASILO685-17	CCDB-31127-B08	BOLD:ACP3769	407[0n]	2.0	MG968005	1	No		CCDB-31127-B08	USNM ENT 01345504	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Litophasia	Litophasia hyalipennis	USNM Curators							Collection #00539					P.H.ArnaudJr	03-Aug-1991	Switzerland	Valais			Le Chable, Cotterg									
ASILO	ASILO686-17	CCDB-31127-B09	BOLD:ABX9109	658[0n]	4.0	MG967821	1	Yes		CCDB-31127-B09	USNM ENT 01345505	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Phasiinae	Besseria	Besseria atra	USNM Curators			BOLD_Curation_from_Apinops ater|									R.Froeschner, E.Froeschner	09-Apr-1971	United States	Texas			Jewett									
ASILO	ASILO688-17	CCDB-31127-B11		0[n]	2.0		1	No		CCDB-31127-B11	USNM ENT 01345507	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyia	Cylindromyia signatipennis	USNM Curators			BOLD_Curation_from_Apinocyptera signatipennis|				A.L.Melander Collection 1961					A.L.Melander	19-Oct-1944	United States	California			Ortega Highway El Cariso Camp									
ASILO	ASILO689-17	CCDB-31127-B12	BOLD:AAG2328	407[0n]	2.0	MG968077	1	No		CCDB-31127-B12	USNM ENT 01345508	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Dexiinae	Epigrimyia	Epigrimyia illinoensis	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018	|BOLD_Curation_from_Epigrimyia illinoensis|									R.C.Froeschner	17-May-1965	United States	North Carolina			Dunn									
ASILO	ASILO690-17	CCDB-31127-C01	BOLD:AAG6872	658[0n]	4.0	MG967794	1	Yes		CCDB-31127-C01	USNM ENT 01345509	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Phasiinae	Hemyda	Hemyda aurata	USNM Curators				F						Podusus maculiventris		K.Yeargan	15-Aug-1978	United States	Kentucky	Fayette County		Lexington									Emerged
ASILO	ASILO691-17	CCDB-31127-C02		0[n]	2.0		1	No		CCDB-31127-C02	USNM ENT 01345510	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Phasiinae	Penthosia	Penthosia satanica	USNM Curators												A.S.Menke	11-Nov-1991	Costa Rica	Guanacaste			Sugar Beach, 3 km North of Potrero						2.0			
ASILO	ASILO692-17	CCDB-31127-C03		407[0n]	4.0	MG967992	1	No		CCDB-31127-C03	USNM ENT 01345511	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Polistiopsis	Polistiopsis mima	USNM Curators												A.S.Menke	17-Nov-1991	Costa Rica	Guanacaste			Estacion Experimental Enrique Jimenez Nunez, 20 km Southwest of Canas						2.0			
ASILO	ASILO693-17	CCDB-31127-C04		0[n]	2.0		1	No		CCDB-31127-C04	USNM ENT 01345512	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Strongygaster	Strongygaster didyma	USNM Curators			BOLD_Curation_from_Clistomorpha didyma|							Aster vimineus		R.E.Williams	14-Sep-1959	United States				Neotoma O									
ASILO	ASILO694-17	CCDB-31127-C05		0[n]	2.0		1	No		CCDB-31127-C05	USNM ENT 01345513	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Hyalomyodes	Hyalomyodes robusta	USNM Curators			BOLD_Curation_from_Hyalomyodes robustus|									E.J.Davis	20-Aug-1977	United States	Oregon	Union County		Union Lick Creek, 28 Miles Southeast of Union			1500.0			2.0		Malaise Trap	Baited with CO2
ASILO	ASILO695-17	CCDB-31127-C06		0[n]	2.0		1	No		CCDB-31127-C06	USNM ENT 01345514	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Dexiinae	Rondania		USNM Curators												R.L.V.Poole	17-Aug-1967	Venezuela	Aragua			Portachuelo Pass									
ASILO	ASILO696-17	CCDB-31127-C07	BOLD:ADK0727	658[1n]	4.0	MG968189	1	Yes		CCDB-31127-C07	USNM ENT 01345515	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Triarthria	Triarthria setipennis	USNM Curators							01781-A					P.H.ArnaudJr	16-Aug-1997	Switzerland	Vaud			Cudrefin, Chavannes			435.0					Arnaud Flight Trap	
ASILO	ASILO697-17	CCDB-31127-C08	BOLD:ADL2066	658[0n]	4.0	MG968138	1	Yes		CCDB-31127-C08	USNM ENT 01345516	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Chlorohystricia		USNM Curators												J.F.C.Clarke	05-Feb-1959	Peru				Cusco Machu Picchu			2890.0						
ASILO	ASILO698-17	CCDB-31127-C09	BOLD:AAO8078	407[0n]	2.0	MG967962	1	No		CCDB-31127-C09	USNM ENT 01345517	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Lypha	Lypha setigena	James E. O Hara	james.ohara@agr.gc.ca	Det Label (2001)	BOLD_Curation_from_Chromatocera setigena|									G.F.Hevel, J.F.Hevel	24-Jun-1983	United States	Maryland	Montgomery County		4 Miles Southwest of Ashton								UV Light Trap	
ASILO	ASILO699-17	CCDB-31127-C10	BOLD:ADL1357	658[0n]	4.0	MG967801	1	Yes		CCDB-31127-C10	USNM ENT 01345518	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dichocera	Dichocera dichoceroides	James E. O Hara	james.ohara@agr.gc.ca	Det Label (2001)										P.H.ArnaudJr	20-Jul-1985	United States	California	Nevada County		Norden									
ASILO	ASILO700-17	CCDB-31127-C11	BOLD:ADL0826	658[0n]	4.0	MG968188	1	Yes		CCDB-31127-C11	USNM ENT 01345519	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dolichostoma		USNM Curators										Agrotis deprivata		A.Patino	13-Sep-1983	Ecuador	Chimborazo			Riobamba Espoch									Emerged
ASILO	ASILO701-17	CCDB-31127-C12		0[n]	2.0		1	No		CCDB-31127-C12	USNM ENT 01345520	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Ernestiopsis	Ernestiopsis erigonopsidis	USNM Curators												W.Heutemann	28-Nov-1940	Chile				Angol									
ASILO	ASILO702-17	CCDB-31127-D01		0[n]	2.0		1	No		CCDB-31127-D01	USNM ENT 01345521	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Eucheirophaga	Eucheirophaga lugubris	USNM Curators		Det Label (no date)				Paratype	Paratype No 57286 USNM|5047 Mex			Eucheria socialis		J.G.Shaw	31-Jan-1944	Mexico				km 63 Morelos						30.0			Host on Arbutus sp.
ASILO	ASILO703-17	CCDB-31127-D02	BOLD:ADL2463	658[0n]	4.0	MG967865	1	Yes		CCDB-31127-D02	USNM ENT 01345522	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Mactomyia	Mactomyia fracida	James E. O Hara	james.ohara@agr.gc.ca	Det Label (2001)										W.E.Steiner	02-Jul-1988	United States	Washington	Skagit County		13 km Northeast of Marblemount at Damnation Creek									
ASILO	ASILO704-17	CCDB-31127-D03		0[n]	2.0		1	No		CCDB-31127-D03	USNM ENT 01345523	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Lypha	Lypha invasor	James E. O Hara	james.ohara@agr.gc.ca	Det Label (2001)	BOLD_Curation_from_Micronychia invasor|									P.H.ArnaudJr	19-Jun-1960	United States	California	San Mateo County		Madera Creek vic Portola									Resting on Rock Creek bed
ASILO	ASILO705-17	CCDB-31127-D04	BOLD:ADL1102	658[0n]	4.0	MG967851	1	Yes		CCDB-31127-D04	USNM ENT 01345524	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trichophoropsis		USNM Curators							Ex Noctuids 1,2,3			Copitarsia sp.		F.F.Hinostin	30-Nov-1976	Peru	Ayacucho			Huamanga District, Chiari						29.0			Emerged
ASILO	ASILO706-17	CCDB-31127-D05		0[n]	2.0		1	No		CCDB-31127-D05	USNM ENT 01345525	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthopelta	Xanthopelta scutellaris	USNM Curators												A.Rybarh	27-Nov-1951	Chile				Angol									
ASILO	ASILO707-17	CCDB-31127-D06			2.0		1	No		CCDB-31127-D06	USNM ENT 01345526	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Calohistrica		USNM Curators							No 714.84					P.A.Berry	01-Feb-1957	El Salvador				Cerro Verde									
ASILO	ASILO708-17	CCDB-31127-D07	BOLD:AAJ1531	407[0n]	2.0	MG968169	1	No		CCDB-31127-D07	USNM ENT 01345527	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Macromya	Macromya crocata	USNM Curators		Det Label (no date)				Paratype						C.W.Sabrosky	25-Sep-1965	United States	Arizona			Southwestern Research Station, 5 Miles Southwest of Portal			1646.0			20.0			
ASILO	ASILO709-17	CCDB-31127-D08		0[n]	2.0		1	No		CCDB-31127-D08	USNM ENT 01345528	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Chlorotachina	Chlorotachina froggatti	USNM Curators												W.G.Harvey	31-Jan-1924	United States	Oregon			Marwood Near Mackay						30.0			
ASILO	ASILO710-17	CCDB-31127-D09		0[n]	2.0		1	No		CCDB-31127-D09	USNM ENT 01345529	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Janthinomyia	Janthinomyia elegans	USNM Curators												K.Tsuneki	31-Aug-1963	Japan	Chubu	Fukui		Koike									
ASILO	ASILO711-17	CCDB-31127-D10		0[n]	2.0		1	No		CCDB-31127-D10	USNM ENT 01345530	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Panzeria	Panzeria truncata	USNM Curators			BOLD_Curation_from_Appendicia truncata|									M.P.Riedel, N.Baranov	31-Dec-1960	Germany				Frankfurt Oden						365.0			
ASILO	ASILO712-17	CCDB-31127-D11		0[n]	2.0		1	No		CCDB-31127-D11	USNM ENT 01345531	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Clastoneura	Clastoneura brevicornis	USNM Curators			BOLD_Curation_from_Clausoneura brevicornis|				Conspecific swarm Site No.					N.E.Woodley	19-Feb-1998	Chile	Valparaiso	Los Andes		9 km East of Los Andes	-32.85	-70.483	1125.0						
ASILO	ASILO713-17	CCDB-31127-D12		307[0n]	4.0	MG967765	1	No		CCDB-31127-D12	USNM ENT 01345532	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Graphogaster	Graphogaster nuda	USNM Curators							Hopk US 33552-B			Acleris variana		V.M.Carolin	22-May-1961	United States	Oregon			Paisly									Emerged
ASILO	ASILO714-17	CCDB-31127-E01	BOLD:ADL2161	658[0n]	4.0	MG968181	1	Yes		CCDB-31127-E01	USNM ENT 01345533	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Heraultia	Heraultia albipennis	USNM Curators										Host Phyllomorycter sp.		R.Sobhian	01-Jul-1994	France	Provence-Alpes-Cote d'Azur	Vaucluse		Apt									Host on Crupina vulgaris seedheads
ASILO	ASILO715-17	CCDB-31127-E02		0[n]	2.0		1	No		CCDB-31127-E02	USNM ENT 01345534	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Crocinosoma	Crocinosoma cornuale	James E. O Hara	james.ohara@agr.gc.ca	Det Label (1988)		F								W.W.Wirth	22-Apr-1967	United States	Florida	Libery County		Torreya State Park									
ASILO	ASILO716-17	CCDB-31127-E03		307[0n]	4.0	MG967990	1	No		CCDB-31127-E03	USNM ENT 01345535	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Phantasiomyia		USNM Curators												C.W.Sabrosky	25-Sep-1965	United States	Arizona			Southwestern Research Station, 5 Miles Southwest of Portal			1646.0			20.0			Under Roof of Open Garage
ASILO	ASILO717-17	CCDB-31127-E04		532[0n]	4.0	MG968012	1	Yes		CCDB-31127-E04	USNM ENT 01345536	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Bithia	Bithia modesta	USNM Curators										Larva of Bembrcia chrysidiforma		S.L.Clement	29-May-1983	Italy				Rome									Reared
ASILO	ASILO718-17	CCDB-31127-E05		0[n]	2.0		1	No		CCDB-31127-E05	USNM ENT 01345537	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Fischeria	Fischeria bicolor	USNM Curators			BOLD_Curation_from_Fisheria bicolor|									A.Friedberg	06-Jun-1981	Israel				Herzliyya								Malaise Trap	
ASILO	ASILO719-17	CCDB-31127-E06					1	No	Yes	CCDB-31127-E06	USNM ENT 01345538	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Rhinomyiobia	Rhinomyiobia minuta	USNM Curators			BOLD_Curation_from_Rhinomyobia minuta|									N.L.H.Krauss	31-Mar-1976	Fiji				Viti Levu Lautoka			50.0			30.0			
ASILO	ASILO720-17	CCDB-31127-E07		0[n]	2.0		1	No		CCDB-31127-E07	USNM ENT 01345539	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trichoformmosoyia		USNM Curators												P.J.Spangler	29-Apr-1968	Uganda				Ankole, Kichwamba						6.0			
ASILO	ASILO721-17	CCDB-31127-E08		0[n]	2.0		1	No		CCDB-31127-E08	USNM ENT 01345540	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Beskioleskia	Beskioleskia busckii	USNM Curators							No 807					P.A.Berry	25-Jan-1957	El Salvador				La Union									
ASILO	ASILO722-17	CCDB-31127-E09					1	No	Yes	CCDB-31127-E09	USNM ENT 01345541	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Geneodes	Geneodes grisescens	USNM Curators												R.C.Shannon	12-Oct-1926	Argentina	Tucuman			Rio Tapia									
ASILO	ASILO723-17	CCDB-31127-E10					1	No	Yes	CCDB-31127-E10	USNM ENT 01345542	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Genea	Genea australis	USNM Curators										Elasmopalpus lognosellus		E.Colque	30-Jun-1976	Bolivia	Santa Cruz			Saavedra Experimental Station						29.0			Emerged
ASILO	ASILO724-17	CCDB-31127-E11		0[n]	2.0		1	No		CCDB-31127-E11	USNM ENT 01345543	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Leskiopalpus		C. W. Sabrosky		Det Label (no date)		F								C.W.Rettenmeyer, M.E.Rettenmeyer	23-Feb-1956	Panama				Canal Zone, Barro Colorado Island									
ASILO	ASILO725-17	CCDB-31127-E12		0[n]	2.0		1	No		CCDB-31127-E12	USNM ENT 01345544	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Parthenoleskia	Parthenoleskia parkei	USNM Curators			BOLD_Curation_from_Parthenoleskia parneri|									C.W.Rettenmeyer, M.E.Rettenmeyer	29-Apr-1956	Panama				Canal Zone, Barro Colorado Island									
ASILO	ASILO726-17	CCDB-31127-F01		0[n]	2.0		1	No		CCDB-31127-F01	USNM ENT 01345545	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Spathipalpus	Spathipalpus philippii	USNM Curators												M.Davis, D.Davis, B.Akerbergs	17-Jan-1979	Chile	Biobio	Nuble		Las Trancas, 21 km East of Recinto, near Waterfall			1300.0						
ASILO	ASILO727-17	CCDB-31127-F02		0[n]	2.0		1	No		CCDB-31127-F02	USNM ENT 01345546	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Uruleskia		C. W. Sabrosky		Det Label (no date)					No 631-316|Col M.S.V.					P.A.Berry	23-Jul-1955	El Salvador				Rosario, Cuzcatian									
ASILO	ASILO728-17	CCDB-31127-F03		0[n]	2.0		1	No		CCDB-31127-F03	USNM ENT 01345547	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trochiloleskia	Trochiloleskia flava	USNM Curators							A.L.Melander Collection 1961					F.Schade	31-Dec-1936	Paraguay				Villarrica						30.0			
ASILO	ASILO729-17	CCDB-31127-F04		0[n]	2.0		1	No		CCDB-31127-F04	USNM ENT 01345548	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Borgmeiermyia	Borgmeiermyia rozeni	USNM Curators												A.S.Menke, D.Vincent	06-Jun-1976	Venezuela				Zulia El Tucuco, 45 km Southwest of Machiques						1.0			
ASILO	ASILO730-17	CCDB-31127-F05					1	No	Yes	CCDB-31127-F05	USNM ENT 01345549	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Camposodes	Camposodes sp.	R. Cortes		Det Label (1966)	BOLD_Curation_from_Camposodes cortes|	F		Paratype						M.E.Irwin	16-Mar-1966	Chile	Santiago			Queb la Plata, Rinconada Maipu	-33.516999999999996	-70.783	550.0						
ASILO	ASILO731-17	CCDB-31127-F06		407[0n]	4.0	MG967934	1	No		CCDB-31127-F06	USNM ENT 01345550	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Neaera	Neaera leucoptera	USNM Curators												E.Tascheuberg	21-Jun-1979	United States	New York	Chautauqua County											
ASILO	ASILO732-17	CCDB-31127-F07		0[n]	2.0		1	No		CCDB-31127-F07	USNM ENT 01345551	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Andinomyia	Andinomyia cruciata	USNM Curators							Coll -1086a					F.Blancas	26-Oct-1952	Peru				Puno			3900.0						
ASILO	ASILO733-17	CCDB-31127-F08	BOLD:ACY6195	658[0n]	4.0	MG968247	1	Yes		CCDB-31127-F08	USNM ENT 01345552	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dejeania	Dejeania bombylans	USNM Curators												P.J.Spangler	29-Apr-1968	Uganda				Ankole, Kichwamba						6.0			
ASILO	ASILO734-17	CCDB-31127-F09	BOLD:ADL1400	658[0n]	4.0	MG967887	1	Yes		CCDB-31127-F09	USNM ENT 01345553	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Dejeaniops		USNM Curators												P.Hanson	31-Jul-1991	Costa Rica				Cartago La Cangreja	9.8	-83.96700000000001	1950.0			30.0		Malaise Trap	
ASILO	ASILO735-17	CCDB-31127-F10		0[n]	2.0		1	No		CCDB-31127-F10	USNM ENT 01345554	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Eulasiopalpus		USNM Curators												J.F.G.Clarke	13-Jan-1959	Colombia				Narino Volcan Galeras			2900.0						
ASILO	ASILO736-17	CCDB-31127-F11	BOLD:AAI2104	658[0n]	4.0	MG968241	1	Yes		CCDB-31127-F11	USNM ENT 01345555	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Fabriciopsis														D.H.Janzen W.Hallwachs	31-Jul-1982	Costa Rica	Guanacaste			Santa Rosa National Park			300.0			16.0			
ASILO	ASILO737-17	CCDB-31127-F12		407[0n]	2.0	MG968219	1	No		CCDB-31127-F12	USNM ENT 01345556	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Paradejeania	Paradejeania rutilioides	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018					A.L.Melander Collection 1961|No Date on Label, Date Range Obtained from Specimens in Series with Same collector and collection location					A.L.Melander	31-Jul-1946	United States	California	San Bernardino County		San Bernardino Mountians, Mt Home			122.0			30.0			
ASILO	ASILO738-17	CCDB-31127-G01	BOLD:ADL1288	658[0n]	4.0	MG968246	1	Yes		CCDB-31127-G01	USNM ENT 01345557	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Cryptopalpus	Cryptopalpus ornatus	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1993)										A.L.Norrbom	31-Oct-1989	Venezuela	Merida			Paramo Mucubaji, Lag Begra area						11.0			
ASILO	ASILO739-17	CCDB-31127-G02		0[n]	2.0		1	No		CCDB-31127-G02	USNM ENT 01345558	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Echinopyrrhosia	Echinopyrrhosia alpina													Herrera	22-Feb-1949	Bolivia				Guaqui			3820.0						
ASILO	ASILO740-17	CCDB-31127-G03					1	No	Yes	CCDB-31127-G03	USNM ENT 01345559	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Epalpodes														D.H.Messersmith	21-Aug-1969	Colombia				Caldas, Mount Ruiz			3000.0						
ASILO	ASILO742-17	CCDB-31127-G05	BOLD:ADL1960	658[0n]	4.0	MG968104	1	Yes		CCDB-31127-G05	USNM ENT 01345561	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Quadratosoma														J.E.Garces	15-May-1985	Colombia	Antioquia			El Retiro, Finca Carlota	6.287000000000001	-45.328	2300.0						
ASILO	ASILO743-17	CCDB-31127-G06	BOLD:ADL1777	658[0n]	4.0	MG968243	1	Yes		CCDB-31127-G06	USNM ENT 01345562	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Saundersiops	Saundersiops cruciatus											Flowers of Schinus		N.Hichius	13-Oct-1976	Chile				Timar Arica									
ASILO	ASILO744-17	CCDB-31127-G07	BOLD:AAZ4955	658[0n]	4.0	MG967932	1	Yes		CCDB-31127-G07	USNM ENT 01345563	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthoepalpus	Xanthoepalpus bicolor				BOLD_Curation_from_Xanthoepalpus bicolour|							Flowers of Helenium hooperii		C.W.Sabrosky	06-Aug-1977	United States	Arizona			Rustler Park West of Portal			2560.0			4.0			
ASILO	ASILO745-17	CCDB-31127-G08		407[0n]	2.0	MG967836	1	No		CCDB-31127-G08	USNM ENT 01345564	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Xanthozona	Xanthozona melanopyga								A.L.Melander Collection 1961					F.Schade	31-Dec-1937	Paraguay				Villarrica						30.0			
ASILO	ASILO746-17	CCDB-31127-G09		0[n]	2.0		1	No		CCDB-31127-G09	USNM ENT 01345565	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Dexiinae	Oestrophasia	Oestrophasia calva													A.S.Menke	30-Aug-1974	United States	New Jersey	Burlington County		Oswego Lake									
ASILO	ASILO747-17	CCDB-31127-G10	BOLD:ACZ2843	658[0n]	4.0	MG967927	1	Yes		CCDB-31127-G10	USNM ENT 01345566	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Dexiinae	Oestrophasia	Oestrophasia signiferum				BOLD_Curation_from_Cenosoma signifirum|									R.R.PingerJr.	25-Jun-1972	United States	Iowa			Ames State Nursery								Malaise Trap	
ASILO	ASILO748-17	CCDB-31127-G11		0[n]	2.0		1	No		CCDB-31127-G11	USNM ENT 01345567	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Aulacephala	Aulacephala maculithorax				BOLD_Curation_from_Aulacephala maculuthorax|									D.Davis, M.Davis, B.Akerbergs	16-Mar-1978	South Africa	Western Cape			Brackenhill Falls, 9 km East of Knysna			175.0			1.0			
ASILO	ASILO749-17	CCDB-31127-G12	BOLD:ABW2513	362[0n]	2.0	MG968015	1	No		CCDB-31127-G12	USNM ENT 01345568	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Megapariopsis														Oman	19-Jul-1939	United States	Florida			Homestead									
ASILO	ASILO750-17	CCDB-31127-H01		407[0n]	2.0	MG967867	1	No		CCDB-31127-H01	USNM ENT 01345569	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Dexiinae	Psecacera														D.Davis, M.Davis, B.Akerbergs	21-Jan-1979	Chile	Biobio	Nuble		Shangri-la, Southwest side of Volcan Chillan			1600.0			2.0			
ASILO	ASILO751-17	CCDB-31127-H02		0[n]	2.0		1	No		CCDB-31127-H02	USNM ENT 01345570	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Prohistrica														G.F.Hevel	06-Feb-1970	New Zealand				26 Miles West of Springfield									
ASILO	ASILO752-17	CCDB-31127-H03		0[n]	2.0		1	No		CCDB-31127-H03	USNM ENT 01345571	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Gracilicera														G.F.Hevel	06-Feb-1970	New Zealand				26 Miles West of Springfield									
ASILO	ASILO753-17	CCDB-31127-H04		259[0n]	4.0	MG967993	1	No		CCDB-31127-H04	USNM ENT 01345572	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Bothrophora	Bothrophora lupina	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018										T.H.Davies	21-Oct-1966	New Zealand				Little Bush, Hawkes Bay									
ASILO	ASILO754-17	CCDB-31127-H05					1	No	Yes	CCDB-31127-H05	USNM ENT 01345573	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Tachininae	Trichodischia	Trichodischia soror														13-Nov-1940	Chile				Angol									
